sample,group1,group2,GC,PQ,NOU,CH,N,GH,FJ,MP,EP,KT,NT,M,IM,EG,HJ,UW,NU,IQ,K,O,all,FL,DKT,CO,CP,T,P,BQ,CI,OT,FG,C,FP,OU,H,MU,A,F,G,E,I,BK,EQ,Z,DJ,V,DTZ,S,Q,L,GM,FH,B,KO,J,U,DZ,NPTU,D
GCA_002885235.1,gut,homo,55.4,0,0.00052521,0,0.00052521,0,0,0.00105042,0,0,0,0.073004202,0.00105042,0.00105042,0,0,0.00157563,0.00157563,0.028886555,0.034138655,0.00052521,0.00052521,0,0,0,0.015756303,0.054096639,0,0,0,0.00052521,0.053571429,0.00052521,0,0.043592437,0.003151261,0,0.023634454,0.056197479,0.079306723,0.022058824,0,0,0,0,0.024684874,0,0.318802521,0.004726891,0.06092437,0.00052521,0,0,0.00052521,0.070903361,0.015756303,0,0,0.006302521
GCA_002885255.1,gut,homo,55.3,0,0.000533049,0,0.000533049,0,0.000533049,0.000533049,0,0,0,0.073560768,0.001599147,0.001066098,0,0.000533049,0.001066098,0.001066098,0.028251599,0.031982942,0.000533049,0,0,0,0,0.017590618,0.056503198,0,0,0,0.000533049,0.054371002,0.000533049,0,0.044776119,0.004264392,0,0.025053305,0.053304904,0.07782516,0.022921109,0,0,0,0,0.02238806,0,0.32196162,0.004264392,0.054904051,0.000533049,0,0.000533049,0.000533049,0.07196162,0.01652452,0,0,0.006929638
GCA_002885265.1,gut,homo,55.2,0,0.000536769,0,0.000536769,0,0.000536769,0.000536769,0,0,0,0.069779925,0.001073537,0.001073537,0,0,0.001610306,0.001610306,0.031132582,0.032742888,0.000536769,0,0,0,0,0.01610306,0.054750403,0,0,0,0.000536769,0.054750403,0.000536769,0,0.044551798,0.004294149,0,0.023081052,0.056897477,0.078904992,0.021470746,0,0,0,0,0.024691358,0,0.316693505,0.003757381,0.061191626,0.000536769,0,0.000536769,0.000536769,0.071926999,0.015566291,0,0,0.006977992
GCA_002885295.1,gut,homo,55.6,0,0.000530504,0,0.000530504,0,0.000530504,0.000530504,0,0.000530504,0,0.072148541,0.001061008,0.001061008,0,0,0.001591512,0.001591512,0.031299735,0.033952255,0.000530504,0,0,0,0,0.015915119,0.05464191,0,0,0,0.000530504,0.055702918,0.000530504,0,0.04403183,0.00530504,0,0.023342175,0.056763926,0.075331565,0.021750663,0,0,0,0,0.019628647,0,0.324668435,0.004244032,0.055172414,0.000530504,0,0,0.000530504,0.071087533,0.016445623,0,0,0.00795756
GCA_002885315.1,gut,homo,55.5,0,0.000544662,0,0.000544662,0,0.000544662,0.000544662,0,0.000544662,0,0.074074074,0.001633987,0.001089325,0,0,0.001633987,0.001633987,0.029411765,0.034313725,0.000544662,0,0,0,0,0.016339869,0.053376906,0,0,0,0.000544662,0.055555556,0.000544662,0,0.044117647,0.002723312,0,0.025599129,0.055555556,0.078976035,0.022875817,0,0,0,0,0.021786492,0,0.314270153,0.004901961,0.057189542,0.000544662,0,0,0.000544662,0.073529412,0.016884532,0,0,0.00708061
GCA_002885335.1,gut,mouse,55.7,0,0.000550055,0,0.000550055,0,0.000550055,0.000550055,0,0,0,0.072607261,0.00110011,0.00110011,0,0.000550055,0.001650165,0.001650165,0.031353135,0.033553355,0.000550055,0,0,0,0,0.01650165,0.052805281,0,0,0,0.000550055,0.056655666,0.000550055,0,0.04510451,0.00440044,0,0.025852585,0.057205721,0.079757976,0.02310231,0,0,0,0,0.01980198,0,0.309130913,0.004950495,0.058855886,0.000550055,0,0,0.000550055,0.073707371,0.01650165,0,0,0.007150715
GCA_002885355.1,gut,homo,55.6,0,0.000531067,0,0.000531067,0,0.000531067,0.000531067,0,0.000531067,0,0.073287307,0.001062135,0.001062135,0,0,0.001593202,0.001593202,0.030801912,0.032926182,0.000531067,0,0,0,0,0.016463091,0.052575677,0,0,0,0.000531067,0.054699947,0.000531067,0,0.045140733,0.003717472,0,0.02496017,0.057355284,0.076473712,0.022304833,0,0,0,0,0.019118428,0,0.321826872,0.004779607,0.055762082,0.000531067,0,0,0.000531067,0.07275624,0.016463091,0,0,0.007966012
GCA_002885375.1,gut,homo,55.6,0,0.000535332,0,0.000535332,0,0.000535332,0.000535332,0,0,0,0.071734475,0.001070664,0.001070664,0,0.000535332,0.001605996,0.001605996,0.032119914,0.033190578,0.000535332,0,0,0,0,0.016595289,0.055139186,0,0,0,0.000535332,0.054068522,0.000535332,0,0.042826552,0.003747323,0,0.024089936,0.055139186,0.076017131,0.021948608,0,0,0,0,0.023554604,0,0.319593148,0.004817987,0.057815846,0.000535332,0,0,0.000535332,0.073340471,0.016595289,0,0,0.006959315
GCA_002885395.1,gut,homo,55.5,0,0.000537924,0,0.000537924,0,0,0.000537924,0,0,0,0.073157612,0.001075847,0.001075847,0,0.000537924,0.001613771,0.001613771,0.030123722,0.033889188,0.000537924,0,0,0,0,0.016675632,0.051102743,0,0,0,0.000537924,0.054868209,0.000537924,0,0.045185584,0.003227542,0,0.02528241,0.05648198,0.078536848,0.022592792,0,0,0.000537924,0,0.022592792,0,0.320602474,0.004303389,0.055406132,0.000537924,0,0,0.000537924,0.071543841,0.016675632,0,0,0.006993007
GCA_002885415.1,gut,homo,55.6,0,0.000548546,0,0.000548546,0,0.000548546,0.001097093,0,0,0,0.072956665,0.001097093,0.001097093,0,0,0.001645639,0.001645639,0.031267142,0.034009874,0.000548546,0,0,0,0,0.016456391,0.055951728,0,0,0,0.000548546,0.054854635,0.000548546,0,0.043883708,0.004936917,0,0.025233132,0.058145913,0.081733406,0.0224904,0,0,0,0,0.019199122,0,0.303346133,0.004936917,0.06472847,0.000548546,0,0,0.000548546,0.072956665,0.014262205,0,0,0.007679649
GCA_002885425.1,gut,homo,55.5,0,0.000540541,0,0.000540541,0,0.000540541,0.000540541,0,0,0,0.071891892,0.001081081,0.001081081,0,0.000540541,0.001621622,0.001621622,0.029189189,0.032972973,0.000540541,0,0,0,0,0.016756757,0.052972973,0,0,0,0.000540541,0.055675676,0.000540541,0,0.044864865,0.004324324,0,0.024324324,0.058918919,0.079459459,0.022702703,0,0,0,0,0.020540541,0,0.311891892,0.004864865,0.058918919,0.000540541,0,0.000540541,0.000540541,0.075135135,0.016216216,0,0,0.007027027
GCA_002885455.1,gut,mouse,55.7,0,0.000549149,0,0.000549149,0,0.000549149,0.000549149,0,0,0,0.071938495,0.001098298,0.001098298,0,0.000549149,0.001647446,0.001647446,0.030752334,0.034596376,0.000549149,0,0,0,0,0.016474465,0.053816584,0,0,0,0.000549149,0.056562328,0.000549149,0,0.045579352,0.004393191,0,0.026359143,0.056562328,0.077979132,0.023613399,0,0,0,0,0.019220209,0,0.310269083,0.004942339,0.057660626,0.000549149,0,0,0.000549149,0.074684239,0.016474465,0,0,0.007138935
GCA_002885465.1,gut,homo,55.7,0,0.000550358,0,0.000550358,0,0.000550358,0.000550358,0,0,0,0.073197578,0.001100715,0.001100715,0,0.000550358,0.001651073,0.001651073,0.031370391,0.033571822,0.000550358,0,0,0,0,0.017611447,0.052834342,0,0,0,0.000550358,0.057237204,0.000550358,0,0.044028619,0.002751789,0,0.025866813,0.057787562,0.079801871,0.022014309,0,0,0,0,0.020363236,0,0.309301046,0.00495322,0.057787562,0.000550358,0,0,0.000550358,0.074298294,0.01706109,0,0,0.007154651
GCA_002885475.1,gut,mouse,55.7,0,0.000564972,0,0.000564972,0,0.000564972,0.000564972,0,0,0,0.074576271,0.001694915,0.001129944,0,0,0.001694915,0.001694915,0.030508475,0.035028249,0.000564972,0,0,0,0,0.014689266,0.055367232,0,0,0,0.000564972,0.056497175,0.000564972,0,0.044067797,0.002824859,0,0.026553672,0.055932203,0.082485876,0.023163842,0,0,0,0,0.020903955,0,0.304519774,0.005084746,0.059887006,0.000564972,0,0.000564972,0.000564972,0.072316384,0.016949153,0,0,0.006779661
GCA_002885535.1,gut,homo,57.8,0,0.00049776,0,0.00049776,0,0.00049776,0,0,0,0,0.084619214,0.00149328,0.00099552,0,0,0.00149328,0.00149328,0.029865605,0.032852165,0.00049776,0.00049776,0,0,0,0.020905923,0.050273768,0,0,0,0.00049776,0.051767048,0.00049776,0,0.044798407,0.005475361,0,0.023394724,0.056246889,0.075161772,0.019910403,0,0,0.00049776,0,0.014932802,0,0.325037332,0.006470881,0.055749129,0.00049776,0,0.00099552,0.00049776,0.068193131,0.015430562,0,0,0.007466401
GCA_002885555.1,gut,mouse,57.7,0,0.000491884,0,0.000491884,0,0.000491884,0,0,0,0,0.085095917,0.001475652,0.000983768,0,0,0.001475652,0.001475652,0.027545499,0.032956222,0.000491884,0.000491884,0,0,0,0.015248401,0.049680275,0,0,0,0.000491884,0.051647811,0.000491884,0.000491884,0.046237088,0.007378259,0,0.023610428,0.054599115,0.073782587,0.021151008,0,0,0,0,0.017707821,0,0.330545991,0.005902607,0.057550418,0.000491884,0,0.000491884,0.000491884,0.063944909,0.016724053,0,0,0.007870143
GCA_002885575.1,gut,homo,55.4,0,0.000521376,0,0.000521376,0,0.000521376,0.000521376,0,0,0,0.070907195,0.001564129,0.001042753,0,0,0.001564129,0.001564129,0.029718457,0.034932221,0.000521376,0,0,0,0,0.017205422,0.054223149,0,0,0,0.000521376,0.05265902,0.000521376,0,0.04379562,0.003128259,0,0.02346194,0.055265902,0.076120959,0.02189781,0,0,0,0,0.021376434,0,0.332638165,0.004692388,0.055787278,0.000521376,0,0.000521376,0.000521376,0.069343066,0.015641293,0,0,0.006256517
GCA_002885595.1,gut,homo,55.2,0,0.000518403,0,0.000518403,0,0.000518403,0.000518403,0,0,0,0.071539658,0.00155521,0.001036807,0,0.000518403,0.00155521,0.001036807,0.032141006,0.032141006,0.000518403,0,0,0,0,0.016070503,0.055469155,0,0,0,0.000518403,0.053395542,0.000518403,0,0.043545879,0.00622084,0,0.023846553,0.053395542,0.077760498,0.022291343,0,0,0,0,0.021254536,0,0.316744427,0.005184033,0.063245205,0.000518403,0,0.000518403,0.000518403,0.071539658,0.016588906,0,0,0.006739243
GCA_002885615.1,gut,homo,55.3,0,0.000536193,0,0.000536193,0,0.000536193,0.001072386,0,0,0,0.072386059,0.001072386,0.001072386,0,0,0.001608579,0.001608579,0.03002681,0.034316354,0.000536193,0,0,0,0,0.018230563,0.054691689,0,0,0,0.000536193,0.055764075,0.000536193,0,0.045576408,0.004289544,0,0.025201072,0.055227882,0.079356568,0.0230563,0,0,0,0,0.021447721,0,0.31152815,0.004825737,0.058981233,0.000536193,0,0,0.000536193,0.071849866,0.016085791,0,0,0.006434316
GCA_002885625.1,gut,homo,55.5,0,0.000534188,0,0.000534188,0,0.000534188,0.000534188,0,0,0,0.072649573,0.001602564,0.001068376,0,0.000534188,0.001602564,0.001602564,0.03258547,0.031517094,0.000534188,0,0,0,0,0.016559829,0.055021368,0,0,0,0.000534188,0.056623932,0.000534188,0,0.044871795,0.007478632,0,0.021901709,0.058760684,0.076388889,0.022970085,0,0,0,0,0.022970085,0,0.304487179,0.004807692,0.063034188,0.000534188,0,0.000534188,0.000534188,0.072115385,0.016025641,0,0,0.007478632
GCA_002885655.1,gut,homo,55.3,0,0.000530223,0,0.000530223,0,0.000530223,0.000530223,0,0,0,0.0747614,0.001590668,0.001060445,0,0.000530223,0.001590668,0.001590668,0.029162248,0.034464475,0.000530223,0,0,0,0,0.018027572,0.054082715,0,0,0,0.000530223,0.055673383,0.000530223,0,0.043478261,0.004241782,0,0.024390244,0.053022269,0.076352068,0.02173913,0,0,0,0,0.023329799,0,0.320254507,0.004772004,0.055673383,0.000530223,0,0.000530223,0.000530223,0.072110286,0.015906681,0,0,0.006892895
GCA_002885675.1,gut,homo,55.5,0,0.000536481,0,0.000536481,0,0.000536481,0.000536481,0,0,0,0.073497854,0.001072961,0.001072961,0,0.000536481,0.001609442,0.001609442,0.03111588,0.033798283,0.000536481,0,0,0,0,0.017167382,0.052038627,0,0,0,0.000536481,0.054184549,0.000536481,0,0.043991416,0.005364807,0,0.025214592,0.056330472,0.07832618,0.024141631,0,0,0.000536481,0,0.02306867,0,0.317060086,0.004828326,0.054184549,0.000536481,0,0,0.000536481,0.071888412,0.01555794,0,0,0.006974249
GCA_002885695.1,gut,homo,55.6,0,0.000533333,0,0.000533333,0,0.000533333,0.001066667,0,0.000533333,0,0.070933333,0.001066667,0.001066667,0,0,0.0016,0.0016,0.0304,0.0336,0.000533333,0.000533333,0,0,0,0.015466667,0.055466667,0,0,0,0.000533333,0.053866667,0.000533333,0,0.043733333,0.003733333,0,0.025066667,0.058133333,0.0784,0.0224,0,0,0,0,0.019733333,0,0.314133333,0.0048,0.064,0.000533333,0,0,0.000533333,0.071466667,0.015466667,0,0,0.007466667
GCA_002885715.1,gut,mouse,55.7,0,0.000550358,0,0.000550358,0,0.000550358,0.000550358,0,0,0,0.073747936,0.001100715,0.001100715,0,0.000550358,0.001651073,0.001651073,0.031920748,0.033571822,0.000550358,0,0,0,0,0.01706109,0.0533847,0,0,0,0.000550358,0.056136489,0.000550358,0,0.045679692,0.00495322,0,0.025316456,0.056686846,0.078150798,0.023665382,0,0,0,0,0.020363236,0,0.309851403,0.00495322,0.05833792,0.000550358,0,0,0.000550358,0.071546505,0.01706109,0,0,0.006604293
GCA_002954445.1,seawater,deep,47.5,0,0,0.000680967,0.000340483,0,0.000340483,0,0.001702417,0,0.000340483,0.052434457,0,0.000680967,0.000340483,0,0.001702417,0.00102145,0.035750766,0.035410283,0.000340483,0,0,0.000680967,0.000340483,0.022131427,0.066053796,0.000680967,0,0,0.000680967,0.063329928,0.000340483,0.000680967,0.034729316,0.000680967,0,0.017024174,0.035750766,0.070139598,0.023833844,0,0,0.000680967,0.000680967,0.017024174,0,0.375212802,0.008171604,0.053115424,0.00102145,0,0.000680967,0.000340483,0.053115424,0.016002724,0,0,0.005788219
GCA_003054655.1,Rhizome surface,Oryza longistaminata Xa21,60.7,0.000584624,0.000292312,0.000292312,0.000292312,0,0.000876937,0,0.000292312,0.000584624,0.000584624,0.061677872,0,0.000584624,0,0.000292312,0.001753873,0.000584624,0.061677872,0.026015785,0.000292312,0.000292312,0,0.000292312,0.000292312,0.041508331,0.045308389,0.000292312,0.000292312,0,0.000584624,0.053200818,0,0.000292312,0.027769658,0.004384683,0,0.016661795,0.07483192,0.061970184,0.021923414,0,0,0.000584624,0.000292312,0.01870798,0,0.35779012,0.009646302,0.037708272,0.000584624,0,0.000584624,0.000584624,0.041216019,0.019584917,0,0,0.006138556
GCA_003054665.1,roots,Oryza sativa cv. Nipponbare,63.6,0,0.000233318,0,0.008166122,0,0.000233318,0,0.000233318,0.000466636,0.00209986,0.063929071,0,0.001166589,0,0,0.001399907,0.001166589,0.055529631,0.027998133,0.000233318,0.000466636,0,0.000233318,0.000699953,0.078394774,0.053196454,0.000233318,0,0.000233318,0.000466636,0.053663089,0.000233318,0.000233318,0.027064862,0.000466636,0,0.014465702,0.076294914,0.059262716,0.017965469,0,0,0,0,0.024031731,0,0.333644424,0.008632758,0.030564629,0.000699953,0,0.000233318,0.000466636,0.03779748,0.013065796,0,0,0.004433038
GCA_003054695.1,Rhizoplane,Oryza longistaminata Xa21,61.7,0,0.000266525,0.000266525,0.001332623,0,0.000533049,0,0.000533049,0.000266525,0.002398721,0.050639659,0,0,0,0,0.001865672,0.000799574,0.061034115,0.030916844,0.000266525,0.000266525,0,0.000266525,0.000533049,0.064498934,0.04424307,0.000266525,0,0,0.000533049,0.038646055,0.000266525,0.001332623,0.02478678,0.000533049,0.000266525,0.014392324,0.055170576,0.05250533,0.020522388,0,0.000799574,0,0,0.018390192,0,0.384594883,0.010927505,0.05010661,0,0,0.000266525,0.000266525,0.038113006,0.021588486,0,0,0.004797441
GCA_003096195.1,gut,Shelfordella lateralis,59.7,0,0.000391543,0,0.000391543,0,0.000391543,0,0.000783085,0.000783085,0,0.054424432,0,0.001957713,0,0.000391543,0.000391543,0.002349256,0.038371182,0.031323414,0.000391543,0.000391543,0,0.000391543,0.000783085,0.025058731,0.046593579,0,0,0,0.000783085,0.051683634,0.000391543,0.000391543,0.029757244,0.007830854,0,0.020751762,0.090837901,0.067345341,0.025841817,0,0,0.000391543,0,0.017227878,0,0.347298356,0.007439311,0.04385278,0.000783085,0,0.000391543,0,0.056382146,0.017227878,0.001957713,0,0.00587314
GCA_003185655.1,sediment,,54.7,0,0.000411184,0.000411184,0.000822368,0,0.000411184,0,0.000411184,0,0.000822368,0.056743421,0.000411184,0.002467105,0.001233553,0,0.002467105,0.001644737,0.03125,0.030427632,0.000411184,0,0,0.000411184,0.000411184,0.042351974,0.056332237,0.000822368,0,0,0.000822368,0.046052632,0.000411184,0,0.028782895,0.002055921,0,0.021792763,0.051398026,0.069078947,0.024259868,0,0,0,0,0.011513158,0,0.373766447,0.008634868,0.045230263,0.000822368,0,0.000822368,0,0.055098684,0.020559211,0.000411184,0.000411184,0.007401316
GCA_003315205.1,Chlorella,soil,59.7,0,0.000201694,0.000201694,0.000605083,0,0.000403388,0,0.000403388,0.000806777,0,0.055465914,0,0.000403388,0,0,0.001613554,0.001210165,0.046389673,0.027430415,0.000201694,0.000201694,0,0.000403388,0,0.051835418,0.047599839,0.000201694,0,0,0.000403388,0.033682937,0.000201694,0.000403388,0.019766035,0.001815248,0,0.011294877,0.044372731,0.050020169,0.022589754,0,0.000605083,0.000201694,0,0.018555869,0,0.467728923,0.010891489,0.028640581,0.000605083,0,0.000403388,0.000201694,0.031262606,0.016337233,0.000403388,0,0.004033885
GCA_003716915.1,feces,homo,55.4,0,0.000530786,0,0.000530786,0,0.000530786,0.000530786,0,0,0,0.072717622,0.001592357,0.001061571,0,0,0.001592357,0.001592357,0.031316348,0.034501062,0.000530786,0,0,0,0,0.017515924,0.055732484,0,0,0,0.000530786,0.056794055,0.000530786,0,0.044055202,0.004246285,0,0.022823779,0.057324841,0.078556263,0.021762208,0,0,0,0,0.020700637,0,0.313163482,0.003715499,0.058917197,0.000530786,0,0.000530786,0.000530786,0.072186837,0.01433121,0,0,0.008492569
GCA_003716935.1,feces,homo,55.8,0,0.000520291,0,0.000520291,0,0.000520291,0.000520291,0,0,0,0.073361082,0.001040583,0.001040583,0,0,0.001560874,0.001560874,0.031217482,0.035379813,0.000520291,0,0,0,0,0.015608741,0.058272633,0,0,0,0.000520291,0.05723205,0.000520291,0,0.046826223,0.00364204,0,0.024453694,0.058792924,0.078043704,0.021331946,0,0,0,0,0.01925078,0,0.305931322,0.004682622,0.057752341,0.000520291,0,0.000520291,0.000520291,0.075442248,0.014568158,0,0,0.00780437
GCA_003716955.1,feces,homo,55.8,0,0.000545256,0,0.000545256,0,0.000545256,0.000545256,0,0,0,0.074700109,0.001090513,0.001090513,0,0,0.001635769,0.001635769,0.03217012,0.033805889,0.000545256,0,0,0,0,0.015812432,0.056706652,0,0,0,0.000545256,0.057251908,0.000545256,0,0.044711014,0.003271538,0,0.023991276,0.057251908,0.079062159,0.021810251,0,0,0,0,0.019629226,0,0.309705562,0.005452563,0.056161396,0.000545256,0,0.000545256,0.000545256,0.074700109,0.015267176,0,0,0.007633588
GCA_003716975.1,feces,homo,55.3,0,0.000534188,0,0.000534188,0,0.000534188,0.001068376,0,0,0,0.071047009,0.001068376,0.001068376,0,0,0.001602564,0.002136752,0.030448718,0.034188034,0.000534188,0,0,0,0,0.016559829,0.055021368,0,0,0,0.000534188,0.053952991,0.000534188,0,0.044871795,0.003739316,0,0.022970085,0.05715812,0.079594017,0.021901709,0,0,0,0,0.025106838,0,0.313034188,0.003739316,0.060363248,0.000534188,0,0.000534188,0.000534188,0.071581197,0.016025641,0,0,0.006944444
GCA_004015005.1,feces,homo,55.2,0,0.000493583,0,0.000493583,0,0.000493583,0.000987167,0,0,0,0.072556762,0.000987167,0.000987167,0,0,0.00148075,0.00148075,0.030108588,0.035538006,0.000493583,0,0,0,0,0.015794669,0.057255676,0,0,0,0.000493583,0.053800592,0.000493583,0,0.044916091,0.005429418,0,0.023198421,0.057255676,0.081934847,0.022704837,0,0,0,0,0.024185587,0,0.308983218,0.003455084,0.05774926,0.000493583,0,0.000493583,0.000493583,0.070582428,0.015794669,0,0,0.008390918
GCA_004015025.1,feces,homo,55.3,0,0.000536193,0,0.000536193,0,0.000536193,0.001072386,0,0,0,0.070241287,0.001072386,0.001072386,0,0,0.001608579,0.001608579,0.030563003,0.034316354,0.000536193,0,0,0,0,0.016621984,0.055227882,0,0,0,0.000536193,0.055227882,0.000536193,0,0.045040214,0.003753351,0,0.0230563,0.056836461,0.080428954,0.021447721,0,0,0,0,0.025201072,0,0.31152815,0.003753351,0.060053619,0.000536193,0,0.000536193,0.000536193,0.072922252,0.015549598,0,0,0.006970509
GCA_004015045.1,feces,homo,55.3,0,0.000537346,0,0.000537346,0,0.000537346,0.001074691,0,0,0,0.070929608,0.001074691,0.001074691,0,0,0.001612037,0.001612037,0.030628694,0.034927458,0.000537346,0,0,0,0,0.016657711,0.056421279,0,0,0,0.000537346,0.055883933,0.000537346,0,0.044599678,0.003761419,0,0.022568512,0.056421279,0.079527136,0.021493821,0,0,0,0,0.025792585,0,0.311660398,0.003761419,0.059645352,0.000537346,0,0.000537346,0.000537346,0.072541644,0.014508329,0,0,0.006985492
GCA_004015065.1,feces,homo,55.3,0,0.000527983,0,0.000527983,0,0.000527983,0.001055966,0,0,0,0.071277719,0.001055966,0.001055966,0,0,0.001583949,0.002111932,0.030095037,0.033790919,0.000527983,0,0,0,0,0.016367476,0.055966209,0,0,0,0.000527983,0.05438226,0.000527983,0,0.046990496,0.004223865,0,0.024287223,0.056494192,0.079725449,0.021647307,0,0,0,0,0.025871172,0,0.312038015,0.003695882,0.058606125,0.000527983,0,0.000527983,0.000527983,0.071277719,0.014783527,0,0,0.00686378
GCA_004015085.1,feces,homo,55.3,0,0.000524109,0,0.000524109,0,0.000524109,0.000524109,0,0,0,0.069706499,0.001048218,0.001048218,0,0,0.001572327,0.002096436,0.031446541,0.033018868,0.000524109,0.000524109,0,0,0,0.016771488,0.056603774,0,0,0,0.000524109,0.05293501,0.000524109,0,0.045073375,0.003668763,0,0.023060797,0.057127883,0.077044025,0.02148847,0,0,0,0,0.026205451,0,0.316561845,0.003144654,0.060272537,0.000524109,0,0.000524109,0.000524109,0.072851153,0.014150943,0,0,0.007337526
GCA_004015105.1,feces,homo,55.3,0,0.000534474,0,0.000534474,0,0.000534474,0.000534474,0,0,0,0.069481561,0.001068947,0.001068947,0,0,0.001603421,0.001603421,0.030999466,0.03313736,0.000534474,0,0,0,0,0.016034206,0.055050775,0,0,0,0.000534474,0.056119722,0.000534474,0,0.044361304,0.004275788,0,0.022982362,0.057188669,0.079102084,0.021378942,0,0,0,0,0.024051309,0,0.314804917,0.004275788,0.060929984,0.000534474,0,0.000534474,0.000534474,0.072153928,0.016034206,0,0,0.006948156
GCA_004015125.1,feces,homo,55.3,0,0.000519481,0,0.000519481,0,0.000519481,0.000519481,0,0,0,0.070649351,0.001038961,0.001038961,0,0,0.001558442,0.001558442,0.030649351,0.033246753,0.000519481,0,0,0,0,0.014545455,0.055064935,0,0,0,0.000519481,0.054025974,0.000519481,0,0.046753247,0.005714286,0,0.024415584,0.057662338,0.078961039,0.021298701,0,0,0,0,0.024415584,0,0.313246753,0.004155844,0.06025974,0.000519481,0,0.000519481,0.000519481,0.071688312,0.015584416,0,0,0.007272727
GCA_004015205.1,feces,homo,55.3,0,0.000526039,0,0.000526039,0,0.000526039,0.000526039,0,0,0,0.069963177,0.001052078,0.001052078,0,0,0.001578117,0.002104156,0.031562336,0.033666491,0.000526039,0.000526039,0,0,0,0.017885324,0.054708048,0,0,0,0.000526039,0.055234087,0.000526039,0,0.044713309,0.003156234,0,0.023145713,0.056286165,0.077853761,0.021567596,0,0,0,0,0.025775907,0,0.3135192,0.003156234,0.059968438,0.000526039,0,0.000526039,0.000526039,0.073119411,0.015255129,0,0,0.007890584
GCA_004015225.1,feces,homo,55.3,0,0.000526039,0,0.000526039,0,0.000526039,0.000526039,0,0,0,0.069437138,0.001052078,0.001052078,0,0,0.001578117,0.001578117,0.032088375,0.033666491,0.000526039,0.000526039,0,0,0,0.016833246,0.055760126,0,0,0,0.000526039,0.055760126,0.000526039,0,0.04418727,0.003682272,0,0.023145713,0.056286165,0.077327722,0.021041557,0,0,0,0,0.026827985,0,0.314045239,0.003156234,0.061546554,0.000526039,0,0.000526039,0.000526039,0.072067333,0.014203051,0,0,0.007890584
GCA_004015245.1,feces,homo,55.3,0,0.000536769,0,0.000536769,0,0.000536769,0.000536769,0.000536769,0,0,0.073000537,0.001073537,0.001073537,0,0.000536769,0.001610306,0.001610306,0.028985507,0.036500268,0.000536769,0,0,0,0,0.015566291,0.052066559,0,0,0,0.000536769,0.053676865,0.000536769,0,0.045088567,0.004294149,0,0.023617821,0.059044552,0.078904992,0.020397209,0,0,0,0,0.022544283,0,0.317767042,0.004830918,0.05582394,0.000536769,0,0,0.000536769,0.073000537,0.016639828,0,0,0.006977992
GCA_004015265.1,feces,homo,55.4,0,0.000528262,0,0.000528262,0,0.000528262,0.001056524,0,0,0,0.071315372,0.001584786,0.001056524,0,0.001056524,0.001584786,0.001584786,0.032223983,0.033808769,0.000528262,0,0,0,0,0.016376123,0.050713154,0,0,0,0.000528262,0.052826202,0.000528262,0,0.043845747,0.003169572,0,0.023771791,0.056524036,0.078711041,0.021130481,0,0,0,0,0.023243529,0,0.318541997,0.003697834,0.062334918,0.000528262,0,0.000528262,0.000528262,0.072371896,0.015319599,0,0,0.007395668
GCA_004015285.1,feces,homo,55.3,0,0.000503271,0,0.000503271,0,0.000503271,0.001006543,0,0,0,0.070457977,0.001006543,0.001006543,0,0,0.002013085,0.003019628,0.030196276,0.033215903,0.000503271,0,0,0,0,0.016607952,0.05586311,0,0,0,0.000503271,0.054353296,0.000503271,0,0.045294414,0.004529441,0,0.022647207,0.05586311,0.082536487,0.023653749,0,0,0,0,0.025163563,0,0.307498742,0.003522899,0.061902365,0.000503271,0,0.000503271,0.000503271,0.071967791,0.015098138,0,0,0.007045798
GCA_004015305.1,feces,homo,55.3,0,0,0,0.000519751,0,0.000519751,0.000519751,0,0,0,0.072245322,0.001039501,0.001039501,0,0,0.001559252,0.002079002,0.030665281,0.033783784,0.000519751,0.000519751,0,0,0,0.016632017,0.055613306,0,0,0,0.000519751,0.054573805,0.000519751,0,0.044698545,0.004158004,0,0.022869023,0.055093555,0.079002079,0.020790021,0,0,0,0,0.024948025,0,0.312889813,0.003118503,0.061850312,0.000519751,0,0.000519751,0.000519751,0.072765073,0.015592516,0,0,0.007796258
GCA_004015325.1,feces,homo,55.3,0,0.000529661,0,0.000529661,0,0.000529661,0.000529661,0,0,0,0.071504237,0.001059322,0.001059322,0,0,0.001588983,0.001588983,0.030720339,0.032838983,0.000529661,0,0,0,0,0.015360169,0.05720339,0,0,0,0.000529661,0.055084746,0.000529661,0,0.045550847,0.004237288,0,0.024894068,0.056144068,0.081038136,0.021186441,0,0,0,0,0.024364407,0,0.310911017,0.004237288,0.059851695,0.000529661,0,0.000529661,0.000529661,0.071504237,0.015889831,0,0,0.006885593
GCA_004015345.1,feces,homo,55.3,0,0.000519481,0,0.000519481,0,0.000519481,0.000519481,0,0,0,0.071168831,0.001038961,0.001038961,0,0,0.001558442,0.001558442,0.03012987,0.033246753,0.000519481,0,0,0,0,0.017142857,0.055584416,0,0,0,0.000519481,0.054545455,0.000519481,0,0.045714286,0.005714286,0,0.022337662,0.055584416,0.078441558,0.022337662,0,0,0,0,0.025974026,0,0.311168831,0.004155844,0.061818182,0.000519481,0,0.000519481,0.000519481,0.071688312,0.016103896,0,0,0.006753247
